t_day,SO3,SO4,SO5,SNH_eff,Ntot_eff,TSS_eff,Q_eff,sludge_h,kla_sum
0.0,1.1499422624663256,1.7098422824338473,0.23897893364621312,2.956359790591627,0.7845180585385434,14.536723133699807,14643.440999999992,1.2818910895870754,564.0
0.010416666666666666,1.1499324842575955,1.709830649708756,0.23897736320312046,2.9563098198055298,0.7845175759928118,14.536769219232601,14643.440999999992,1.2818879265334215,564.0
0.020833333333333332,1.1661597727295296,1.7225732139415064,0.2399298101850378,2.9562625406685488,0.7845171094617386,14.47277352810548,13773.059000000008,1.2809313318526914,564.0
0.03125,1.1855040295802395,1.7440773928997013,0.24237230969741663,2.956210672105101,0.7845163785033942,14.370023075520058,13110.647999999986,1.2812391884255847,564.0
0.041666666666666664,1.2005986890806808,1.7669894735186698,0.24582749342633636,2.9561174084466555,0.7845140019294716,14.286633563943502,13110.648000000016,1.2832934018480449,564.0
0.05208333333333333,1.2260571834355298,1.802506624474277,0.25035324300478556,2.9559153154790705,0.7845073995074198,14.145365144811137,11865.152000000002,1.2832251805960264,564.0
0.0625,1.2528238999028587,1.8447092143361212,0.2567744718422567,2.955475600866456,0.7844921465475464,14.006794745460272,11341.696999999996,1.2858013020990566,564.0
0.07291666666666666,1.2774816591771807,1.8884232700174475,0.2643839064379816,2.954568860461866,0.7844605630108725,13.906497319944137,11341.696999999996,1.2904555596504697,564.0
0.08333333333333333,1.3124375746002603,1.9446843999480423,0.2735034271969611,2.953035152638091,0.7844078823485263,13.791159887439303,10438.525999999998,1.2921254104343063,564.0
0.09375,1.3517519258948671,2.010078833305825,0.2851717808348542,2.950594306091668,0.7843256795498927,13.691666446612238,10029.963000000003,1.2966712092342951,564.0
0.10416666666666666,1.3908157178105278,2.078719269884271,0.29886003527018823,2.9468078953338317,0.7842009473654268,13.626750584073099,10029.963000000003,1.3037819143415852,564.0
0.11458333333333333,1.4391707276127752,2.158821818770161,0.3147659441648754,2.9417273251187877,0.7840372835606662,13.553514376623852,9240.660900000006,1.3071078357493526,564.0
0.125,1.490610457980632,2.24498414110037,0.3338999832379369,2.9350059906257697,0.7838253607500237,13.493777014826858,8888.806599999996,1.31431093056982,564.0
0.13541666666666666,1.5406638746766803,2.3304355650419746,0.35545281178517496,2.926085617055105,0.7835498303517415,13.460366460940522,8888.806599999996,1.325006754756492,564.0
0.14583333333333331,1.5976200385862314,2.4224519089677523,0.37943944867489604,2.915450236875491,0.78322732260478,13.423964012336159,8270.458299999998,1.0151642287067162,564.0
0.15625,1.6573374436304433,2.5176985545079353,0.4071823143692814,2.9027014200875585,0.7828465989916903,13.398642380589079,7999.558900000004,1.0036758936980739,564.0
0.16666666666666666,1.7156667037657714,2.610414704312126,0.4377912719110638,2.8872390138245896,0.7823903829460982,13.39209020467643,7999.558900000004,0.9927731492965405,564.0
0.17708333333333331,1.780612091085705,2.708800059668964,0.4718350666249894,2.8698227300504136,0.7818806904604315,13.38674422687981,7586.802899999995,0.9820113770502112,564.0
0.1875,1.8477891474402532,2.8083854681709792,0.5107319437055131,2.8495575133612987,0.7812899332001991,13.394955667993624,7573.46560000001,0.970890284108492,564.0
0.19791666666666666,1.9130173747219896,2.9035496729595285,0.552214955402817,2.8262427464158457,0.7806099556350344,13.414020171913133,7573.46560000001,0.9611957315340025,564.0
0.20833333333333331,1.9770437614484626,2.99243953563406,0.5957639240525632,2.799048616452137,0.7798127489534878,13.4466607488022,7759.974900000001,0.9528857919912332,564.0
0.21875,2.0390133733235056,3.0735891618610185,0.6388446898710574,2.7680543563058393,0.7788950138795128,13.486268286051379,7844.75940000001,0.9460436896848679,564.0
0.22916666666666666,2.095571620328701,3.145002442130115,0.6797075074192321,2.733484564647969,0.7778563144814309,13.527332229788314,7844.75940000001,0.9398004630956922,564.0
0.23958333333333331,2.1455571251764334,3.206080590841997,0.7172948650542594,2.69567013436876,0.7766986279188826,13.565625502256625,7779.887199999997,0.9332164493882293,564.0
0.25,2.1868546976813605,3.254406322889306,0.7496996919305484,2.6547140371300473,0.7754165599876642,13.600133233636686,7722.180100000001,0.9266960147275002,564.0
0.26041666666666663,2.2213193287896686,3.292146619298209,0.776861379441188,2.6104557071308916,0.7739956197674026,13.632208658667137,7722.180100000001,0.9205212049147489,564.0
0.2708333333333333,2.2326064868499222,3.3013632331159384,0.7951281285780322,2.5561748382013003,0.7721995856485634,13.694326722534054,8803.596099999995,0.9174409151606243,564.0
0.28125,2.2251257883409563,3.2789339880721435,0.7942397002352406,2.4893234328329172,0.7699028822171761,13.79515014220288,10092.543000000005,0.9237832329217921,564.0
0.29166666666666663,2.224322075908353,3.253853497754382,0.7785948883676699,2.41809788842711,0.7673486460237692,13.88947850078964,10092.543000000005,0.934286711397931,564.0
0.3020833333333333,2.192469240584887,3.1857463243449176,0.7508202014777595,2.3207404930921802,0.7636714116640262,14.097545842502921,13040.005000000008,0.9442281514613572,564.0
0.3125,2.1440011825165,3.0834234001065925,0.6920518917294264,2.2046148347416774,0.7589937038571909,14.404809460426998,14851.551999999996,0.9761755095927428,564.0
0.32291666666666663,2.121904227065755,2.998274994596782,0.6302975581223125,2.0856826165880156,0.7538588683751636,14.68332513416102,14851.551999999996,1.0044980599331468,564.0
0.3333333333333333,2.0007907967396523,2.852385683113957,0.5629740999886175,1.9366867042816123,0.7468959908736224,15.184107484021272,18719.203999999998,1.0287830635024722,564.0
0.34375,1.845917814681308,2.6980634443184113,0.49660641634452357,1.7790318606948463,0.7387755424678988,15.838061991212316,20962.467000000004,1.3752954493093643,564.0
0.35416666666666663,1.7663610259485112,2.6035583009772667,0.45392478425859883,1.6415505767609269,0.730797652284242,16.33605883319533,20962.467000000004,1.3193372314532312,564.0
0.3645833333333333,1.519290525248754,2.4495580379579107,0.4224456251741267,1.5147634123395715,0.7217379658069162,17.337403651106243,26876.861000000004,1.3387483953523167,564.0
0.375,1.2734142675203193,2.2841567551507675,0.3871545303032901,1.472524412029907,0.7147979336112946,18.558744102118148,29777.14,1.361299675012023,564.0
0.38541666666666663,1.1271200644705828,2.162273801235825,0.35757129500674373,1.5716784821043734,0.7128447228034367,19.303971928857013,29777.140000000014,1.4023345485109757,564.0
0.3958333333333333,0.9753177617937916,2.0230987011764676,0.32928479986573905,1.863249090372843,0.717672778353515,19.856169028069,31445.100000000006,1.4450656099538346,564.0
0.40625,0.8714127211532064,1.8958293977098355,0.30109230342236615,2.351293916926375,0.7299838894769455,19.981603901448352,30819.38399999999,1.777988008117371,564.0
0.41666666666666663,0.7871356171169974,1.7787048638034202,0.27704345802658936,3.0347312788506056,0.7496343518696902,19.918609282355686,30819.38399999999,1.7463264111724026,564.0
0.4270833333333333,0.7379884378420407,1.6776204628033875,0.2551075500717143,3.8401962739517024,0.7741384056950152,19.5345641236693,29175.235,1.7254918643207457,564.0
0.4375,0.6955668911495989,1.5770064321291637,0.23566333579449059,4.7444001548881465,0.8023381565002248,19.106947594654578,28491.344000000012,1.7143758698780527,564.0
0.44791666666666663,0.6502709559288526,1.479989522545203,0.2187660500958257,5.728636646273126,0.833245656695621,18.798557430144598,28491.343999999997,1.7074956476588188,564.0
0.4583333333333333,0.6383936099567316,1.408738179654785,0.2047541067466404,6.70159765273786,0.8635819430650267,18.385853336296208,27019.802999999985,1.7010054650485065,564.0
0.46875,0.6317465621154176,1.3470361755686195,0.19325523917094906,7.6442522471529575,0.8924021281067772,17.953689680093447,25992.068,1.697722962330748,564.0
0.47916666666666663,0.6125911809290921,1.2845756390822203,0.1833906303879619,8.567967397110497,0.9197226353182313,17.662066209672002,25992.068,1.6968018485262395,564.0
0.4895833333333333,0.6171999272909038,1.2415323832447627,0.1748293140415299,9.355251376989626,0.9419513160459405,17.11389681103644,23094.035000000003,1.6936622175353513,564.0
0.5,0.6147931757800589,1.1955523412049744,0.16751222804873844,10.057064688379814,0.9606368620261393,16.572247344988803,21781.371,1.6953353861102505,564.0
0.5104166666666666,0.5993847682884103,1.1446352097028831,0.16086008502860397,10.710452977588135,0.9767506098833032,16.21346688666236,21781.371000000014,1.7005986046298858,564.0
0.5208333333333333,0.5959978853864485,1.102458784926969,0.1547606789380467,11.27478166531586,0.9893435844187867,15.864085625562405,20503.47,1.7021005822092246,564.0
0.53125,0.591483422376101,1.063000574849849,0.14954659833596018,11.781920561218953,0.999254191502662,15.629729363440408,20381.862999999998,1.7083474150751807,564.0
0.5416666666666666,0.5813644724209485,1.0267483427262303,0.14499244360781838,12.23123949046691,1.0065073024171685,15.498369081066482,20381.862999999998,1.7143783858842843,564.0
0.5520833333333333,0.5816650092116703,0.998635103259681,0.14114460175587631,12.61757755589388,1.0110977879902991,15.432135127569408,20279.108999999997,1.7176218188784662,564.0
0.5625,0.5847616234827282,0.9773204399767718,0.13805794347170383,12.93802672512981,1.0131418961505305,15.390845675787682,20080.722999999998,1.7200559150721686,564.0
0.5729166666666666,0.5819406693448628,0.9587782211156692,0.13558428356059885,13.19519234977525,1.0128447586543583,15.376670309183876,20080.722999999998,1.725380625514347,564.0
0.5833333333333333,0.586333039312075,0.9449307837520462,0.13351216011932593,13.38585198538838,1.0104792994725502,15.348341837595372,19738.831000000006,1.7268035529127541,564.0
0.59375,0.5906218876431435,0.9338698626391394,0.13188748021544475,13.51493098887351,1.0063505160383026,15.325648539148379,19625.196999999986,1.7305691605701727,564.0
0.6041666666666666,0.5900793958640175,0.9242070533314029,0.13061611529532202,13.58530632958148,1.0007530038718735,15.31917395763018,19625.197,1.735034337594717,564.0
0.6145833333333333,0.593338389856116,0.9171860886676619,0.1295633000394631,13.599700585022887,0.994084992184827,15.309732159442394,19442.693,1.7363548997935687,564.0
0.625,0.5966503795098382,0.912789522599265,0.12884009019793094,13.562681773937886,0.9866578971285456,15.304564310417296,19378.621,1.7390886301509827,564.0
0.6354166666666666,0.597364278018486,0.9102487629671778,0.12841951670158605,13.478526085636272,0.9787688563767996,15.307714617756563,19378.621,1.7427324092323264,564.0
0.6458333333333333,0.5978194085630589,0.9088925062008943,0.12825633829164812,13.346417551921647,0.970408140080567,15.393920312399326,20094.896999999997,1.7508495738074978,564.0
0.65625,0.5990742064973945,0.9116737480694747,0.128467648087445,13.16757901453621,0.961860499142391,15.557396055692605,20769.915000000008,1.7507552736421579,564.0
